set_number,name,year_released,number_of_parts,image_url,theme_name
700.B-1,Small Doors and Windows Set (ABB),1949,12,https://cdn.rebrickable.com/media/sets/700.b-1.jpg,Supplemental
700.A-1,Small Brick Set (ABB),1949,24,https://cdn.rebrickable.com/media/sets/700.a-1.jpg,Supplemental
700.1-1,Extra-Large Gift Set (ABB),1949,142,https://cdn.rebrickable.com/media/sets/700.1-1.jpg,System
700.3-1,Medium Gift Set (ABB),1949,142,https://cdn.rebrickable.com/media/sets/700.3-1.jpg,System
700.2-1,Large Gift Set (ABB),1949,178,https://cdn.rebrickable.com/media/sets/700.2-1.jpg,System
700.1.1-1,Single 2 x 4 Brick (ABB),1950,1,https://cdn.rebrickable.com/media/sets/700.1.1-1.jpg,Supplemental
700.1.2-1,Single 2 x 2 Brick (ABB),1950,1,https://cdn.rebrickable.com/media/sets/700.1.2-1.jpg,Supplemental
700.B.1-1,Single 1 x 4 x 2 Window without Glass (ABB),1950,1,https://cdn.rebrickable.com/media/sets/700.b.1-1.jpg,Supplemental
700.B.2-1,Single 1 x 2 x 3 Window without Glass (ABB),1950,1,https://cdn.rebrickable.com/media/sets/700.b.2-1.jpg,Supplemental
700.B.3-1,Single 1 x 2 x 2 Window without Glass (ABB),1950,1,https://cdn.rebrickable.com/media/sets/700.b.3-1.jpg,Supplemental
700.B.4-1,Single 1 x 2 x 4 Door without Glass (ABB),1950,1,https://cdn.rebrickable.com/media/sets/700.b.4-1.jpg,Supplemental
700.1-2,Extra-Large Gift Set (Mursten),1953,0,https://cdn.rebrickable.com/media/sets/700.1-2.jpg,Basic Set
700.1.4-1,Individual 1 x 2 Bricks,1953,1,https://cdn.rebrickable.com/media/sets/700.1.4-1.jpg,Supplemental
700.3.4-1,Individual 2 x 3 Bricks,1953,1,https://cdn.rebrickable.com/media/sets/700.3.4-1.jpg,Supplemental
700.F-1,Automatic Binding Bricks - Small Brick Set (Lego Mursten),1953,48,https://cdn.rebrickable.com/media/sets/700.f-1.jpg,Supplemental
700.16-1,Individual 2 x 8 Bricks,1954,1,https://cdn.rebrickable.com/media/sets/700.16-1.jpg,Supplemental
700.20-1,Individual 2 x 10 Bricks,1954,1,https://cdn.rebrickable.com/media/sets/700.20-1.jpg,Supplemental
700.24-1,Individual 2 x 12 Bricks,1954,1,https://cdn.rebrickable.com/media/sets/700.24-1.jpg,Supplemental
700.28-1,Individual 2 x 14 Bricks,1954,1,https://cdn.rebrickable.com/media/sets/700.28-1.jpg,Supplemental
700.C.1-1,Individual 1 x 6 x 4 Panorama Window (with glass),1954,1,https://cdn.rebrickable.com/media/sets/700.c.1-1.jpg,Supplemental
700.C.2-1,Individual 1 x 6 x 3 3-Pane Window (with glass),1954,1,https://cdn.rebrickable.com/media/sets/700.c.2-1.jpg,Supplemental
700.C.3-1,Individual 1 x 6 x 3 Shutter Window (with glass),1954,1,https://cdn.rebrickable.com/media/sets/700.c.3-1.jpg,Supplemental
700.C.4-1,Individual 1 x 4 x 3 Window (with glass),1954,1,https://cdn.rebrickable.com/media/sets/700.c.4-1.jpg,Supplemental
700.C.5-1,Individual 1 x 3 x 3 Window (with glass),1954,1,https://cdn.rebrickable.com/media/sets/700.c.5-1.jpg,Supplemental
700.C.6-1,Individual 1 x 2 x 4 Door (with glass),1954,1,https://cdn.rebrickable.com/media/sets/700.c.6-1.jpg,Supplemental
700.H-1,Individual 4 x 4 Corner Bricks,1954,1,https://cdn.rebrickable.com/media/sets/700.h-1.jpg,Supplemental
700.C-1,Tall Classic Windows/Door (with Glass),1954,6,https://cdn.rebrickable.com/media/sets/700.c-1.jpg,Supplemental
700GP6-1,Gift Package (Lego Mursten),1954,46,https://cdn.rebrickable.com/media/sets/700gp6-1.jpg,Town Plan
700GP5-1,Gift Package (Lego Mursten),1954,54,https://cdn.rebrickable.com/media/sets/700gp5-1.jpg,Town Plan
1224.1-1,8 Danish Named Beams,1955,0,https://cdn.rebrickable.com/media/sets/1224.1-1.jpg,Supplemental
1224-2,8 Named Beams,1955,0,https://cdn.rebrickable.com/media/sets/1224-2.jpg,Supplemental
b55dk-01,Lego Mursten - System i Leg Byggebog,1955,0,https://cdn.rebrickable.com/media/sets/b55dk-01.jpg,Books
1250-2,1:87 Esso Bedford Tanker,1955,1,https://cdn.rebrickable.com/media/sets/1250-2.jpg,HO 1:87 Vehicles
1251-2,1:87 Esso Bedford Truck,1955,1,https://cdn.rebrickable.com/media/sets/1251-2.jpg,HO 1:87 Vehicles
1252-2,1:87 Esso Bedford Trailer,1955,1,https://cdn.rebrickable.com/media/sets/1252-2.jpg,HO 1:87 Vehicles
1253-2,1:87 Bedford Flatbed Truck,1955,1,https://cdn.rebrickable.com/media/sets/1253-2.jpg,HO 1:87 Vehicles
1254-2,1:87 Bedford Flatbed Trailer,1955,1,https://cdn.rebrickable.com/media/sets/1254-2.jpg,HO 1:87 Vehicles
1255-2,1:87 Bedford Fire Engine,1955,1,https://cdn.rebrickable.com/media/sets/1255-2.jpg,HO 1:87 Vehicles
1256-2,1:87 Bedford Tow Truck,1955,1,https://cdn.rebrickable.com/media/sets/1256-2.jpg,HO 1:87 Vehicles
1257-2,1:87 Bedford Delivery Truck,1955,1,https://cdn.rebrickable.com/media/sets/1257-2.jpg,HO 1:87 Vehicles
1200-1,"LEGO Town Plan Board, Large Plastic",1955,1,https://cdn.rebrickable.com/media/sets/1200-1.jpg,Town Plan
1247-2,Esso Pumps/Sign,1955,2,https://cdn.rebrickable.com/media/sets/1247-2.jpg,Supplemental
1235-2,Garage Plate and Door,1955,3,https://cdn.rebrickable.com/media/sets/1235-2.jpg,Supplemental
1215-2,2 x 8 & 2 x 10 Bricks,1955,5,https://cdn.rebrickable.com/media/sets/1215-2.jpg,Supplemental
1216-2,4 x 4 Corner Bricks,1955,5,https://cdn.rebrickable.com/media/sets/1216-2.jpg,Supplemental
1214-2,Windows and Doors,1955,6,https://cdn.rebrickable.com/media/sets/1214-2.jpg,Supplemental
1225-2,Mixed Plates Parts Pack,1955,6,https://cdn.rebrickable.com/media/sets/1225-2.jpg,Supplemental
1230-2,Windows and Door without Glass,1955,6,https://cdn.rebrickable.com/media/sets/1230-2.jpg,Supplemental
1248-2,Painted Trees and Bushes,1955,6,https://cdn.rebrickable.com/media/sets/1248-2.jpg,Supplemental
1240-2,8 Road Signs,1955,8,https://cdn.rebrickable.com/media/sets/1240-2.jpg,Supplemental
1241-2,8 Road Signs,1955,8,https://cdn.rebrickable.com/media/sets/1241-2.jpg,Supplemental
DBASE-3,Database Set for 1210-2,1955,8,https://cdn.rebrickable.com/media/sets/dbase-3.jpg,Database Sets
1224A-1,1 x 6 and 1 x 8 Bricks,1955,9,https://cdn.rebrickable.com/media/sets/1224a-1.jpg,Supplemental
DBASE-4,Database Set for Various 3009 prints For Set 1224.1-1,1955,12,https://cdn.rebrickable.com/media/sets/dbase-4.jpg,Database Sets
1217-2,2 x 4 Bricks,1955,13,https://cdn.rebrickable.com/media/sets/1217-2.jpg,Supplemental
1223-2,2 x 2 & 2 x 4 Curved Bricks,1955,14,https://cdn.rebrickable.com/media/sets/1223-2.jpg,Supplemental
1218-2,2 x 3 Bricks,1955,15,https://cdn.rebrickable.com/media/sets/1218-2.jpg,Supplemental
DBASE-5,Database Set for Various prints For Set 1224-2,1955,17,https://cdn.rebrickable.com/media/sets/dbase-5.jpg,Database Sets
1211-2,Small House Set,1955,19,https://cdn.rebrickable.com/media/sets/1211-2.jpg,Town Plan
1219-2,2 x 2 Bricks,1955,20,https://cdn.rebrickable.com/media/sets/1219-2.jpg,Supplemental
1212-2,Small House - Left Set,1955,21,https://cdn.rebrickable.com/media/sets/1212-2.jpg,Town Plan
1213-2,Small House - Right Set,1955,23,https://cdn.rebrickable.com/media/sets/1213-2.jpg,Town Plan
1220-2,1 x 2 Bricks,1955,26,https://cdn.rebrickable.com/media/sets/1220-2.jpg,Supplemental
1210-2,Small Store Set,1955,29,https://cdn.rebrickable.com/media/sets/1210-2.jpg,Town Plan
1221-2,1 x 1 Bricks,1955,40,https://cdn.rebrickable.com/media/sets/1221-2.jpg,Supplemental
1222-2,1 x 1 Round Bricks,1955,40,https://cdn.rebrickable.com/media/sets/1222-2.jpg,Supplemental
1300-1,Lego Mosaik Set (Small),1955,47,https://cdn.rebrickable.com/media/sets/1300-1.jpg,System
1236-2,Garage,1955,59,https://cdn.rebrickable.com/media/sets/1236-2.jpg,Town Plan
275-2,1:87 VW Van,1956,0,https://cdn.rebrickable.com/media/sets/275-2.jpg,HO 1:87 Vehicles
b56de-01,System im Spiel,1956,0,https://cdn.rebrickable.com/media/sets/b56de-01.jpg,Books
250-2,1:87 Esso Bedford Tanker,1956,1,https://cdn.rebrickable.com/media/sets/250-2.jpg,HO 1:87 Vehicles
251-2,1:87 Esso Bedford Truck,1956,1,https://cdn.rebrickable.com/media/sets/251-2.jpg,HO 1:87 Vehicles
252-2,1:87 Esso Bedford Trailer,1956,1,https://cdn.rebrickable.com/media/sets/252-2.jpg,HO 1:87 Vehicles
1200-2,"LEGO Town Plan Board, Small Plastic",1956,1,https://cdn.rebrickable.com/media/sets/1200-2.jpg,Town Plan
231-2,Esso Pumps/Sign,1956,2,https://cdn.rebrickable.com/media/sets/231-2.jpg,Supplemental
1226-2,6 x 8 & 2 x 8 Plates,1956,4,https://cdn.rebrickable.com/media/sets/1226-2.jpg,Supplemental
1227-2,4 x 8 & 2 x 8 Plates,1956,5,https://cdn.rebrickable.com/media/sets/1227-2.jpg,Supplemental
1228-2,4 x 8 Curved & 2 x 8 Plates,1956,5,https://cdn.rebrickable.com/media/sets/1228-2.jpg,Supplemental
1271-2,Traffic Police Set,1956,6,https://cdn.rebrickable.com/media/sets/1271-2.jpg,Town Plan
1231-2,"Windows and Door with Glass, Red",1956,10,https://cdn.rebrickable.com/media/sets/1231-2.jpg,Supplemental
1231-3,"Windows and Door with Glass, White",1956,10,https://cdn.rebrickable.com/media/sets/1231-3.jpg,Supplemental
224-1,2 x 2 & 2 x 4 Curved Bricks,1956,14,https://cdn.rebrickable.com/media/sets/224-1.jpg,Supplemental
215-4,2 x 8 Mursten Bricks (EUR),1956,24,https://cdn.rebrickable.com/media/sets/215-4.jpg,Supplemental
700.6-1,Gift Package,1956,46,https://cdn.rebrickable.com/media/sets/700.6-1.jpg,Town Plan
236-1,Garage with Automatic Door (White base and door frame),1956,69,https://cdn.rebrickable.com/media/sets/236-1.jpg,Town Plan
1310-1,ESSO Filling Station,1956,96,https://cdn.rebrickable.com/media/sets/1310-1.jpg,Town Plan
700.2-2,Gift Package,1957,0,https://cdn.rebrickable.com/media/sets/700.2-2.jpg,Basic Set
700.3A-2,Gift Package,1957,0,https://cdn.rebrickable.com/media/sets/700.3a-2.jpg,Town Plan
1200M-1,LEGO Town Plan Wooden Board,1957,1,https://cdn.rebrickable.com/media/sets/1200m-1.jpg,Town Plan
200-3,"LEGO Town Plan Board, Plastic",1957,1,https://cdn.rebrickable.com/media/sets/200-3.jpg,Town Plan
200A-1,LEGO Town Plan Wooden Board,1957,1,https://cdn.rebrickable.com/media/sets/200a-1.jpg,Town Plan
200M-1,LEGO Town Plan Wooden Board,1957,1,https://cdn.rebrickable.com/media/sets/200m-1.jpg,Town Plan
1245-2,Lighting Device Pack,1957,3,https://cdn.rebrickable.com/media/sets/1245-2.jpg,Supplemental
1242-2,International Flags,1957,5,https://cdn.rebrickable.com/media/sets/1242-2.jpg,Supplemental
1242D-1,5 Danish Flags,1957,5,https://cdn.rebrickable.com/media/sets/1242d-1.jpg,Supplemental
1308-1-DBASE-1,Database Set for 1308-1,1957,5,https://cdn.rebrickable.com/media/sets/1308-1-dbase-1.jpg,Database Sets
1307-1-DBASE-1,Database Set for 1307-1,1957,6,https://cdn.rebrickable.com/media/sets/1307-1-dbase-1.jpg,Database Sets
DBASE-6,Database Set for Set 700.0-1,1957,16,https://cdn.rebrickable.com/media/sets/dbase-6.jpg,Database Sets
1223-3,2 x 2 Curved Bricks,1957,20,https://cdn.rebrickable.com/media/sets/1223-3.jpg,Supplemental
283-1,"Sloping Ridge and Valley Bricks, Red",1957,20,https://cdn.rebrickable.com/media/sets/283-1.jpg,Supplemental
283-2,"Sloping Ridge and Valley Bricks, Blue",1957,20,https://cdn.rebrickable.com/media/sets/283-2.jpg,Supplemental
1260-2,1:87 Twenty Four Models,1957,24,https://cdn.rebrickable.com/media/sets/1260-2.jpg,HO 1:87 Vehicles
1306-1,VW Garage,1957,45,https://cdn.rebrickable.com/media/sets/1306-1.jpg,Town Plan
700GP6-2,Gift Package,1957,46,https://cdn.rebrickable.com/media/sets/700gp6-2.jpg,Town Plan
1307-1,VW Auto Showroom,1957,50,https://cdn.rebrickable.com/media/sets/1307-1.jpg,Town Plan
236-2,Garage and Van,1957,69,https://cdn.rebrickable.com/media/sets/236-2.jpg,Town Plan
1308-1,Fire Station,1957,108,https://cdn.rebrickable.com/media/sets/1308-1.jpg,Town Plan
1309-1,Church,1957,150,https://cdn.rebrickable.com/media/sets/1309-1.jpg,Town Plan
700.0-1,Gift Package,1957,238,https://cdn.rebrickable.com/media/sets/700.0-1.jpg,Town Plan
258-2,1:87 VW Van,1958,0,https://cdn.rebrickable.com/media/sets/258-2.jpg,HO 1:87 Vehicles
259-1,1:87 VW Pickup,1958,0,https://cdn.rebrickable.com/media/sets/259-1.jpg,HO 1:87 Vehicles
226-1,8 Named Beams,1958,0,https://cdn.rebrickable.com/media/sets/226-1.jpg,Supplemental
253-1,1:87 Bedford Flatbed Truck,1958,1,https://cdn.rebrickable.com/media/sets/253-1.jpg,HO 1:87 Vehicles
254-2,1:87 Bedford Flatbed Trailer,1958,1,https://cdn.rebrickable.com/media/sets/254-2.jpg,HO 1:87 Vehicles
255-1,1:87 Bedford Fire Engine,1958,1,https://cdn.rebrickable.com/media/sets/255-1.jpg,HO 1:87 Vehicles
256-2,1:87 Bedford Tow Truck,1958,1,https://cdn.rebrickable.com/media/sets/256-2.jpg,HO 1:87 Vehicles
257-1,1:87 Bedford Delivery Truck,1958,1,https://cdn.rebrickable.com/media/sets/257-1.jpg,HO 1:87 Vehicles
260-2,1:87 VW Beetle,1958,1,https://cdn.rebrickable.com/media/sets/260-2.jpg,HO 1:87 Vehicles
270-1,5 Cyclists / Motorcyclists,1958,1,https://cdn.rebrickable.com/media/sets/270-1.jpg,HO 1:87 Vehicles
legobricks-1,Bricks Box,1958,2,https://cdn.rebrickable.com/media/sets/legobricks-1.jpg,Basic Set
261-2,1:87 VW Beetle with Showroom,1958,3,https://cdn.rebrickable.com/media/sets/261-2.jpg,HO 1:87 Vehicles
235-1,Garage Plate and Door (White Base and Door Frame),1958,3,https://cdn.rebrickable.com/media/sets/235-1.jpg,Supplemental
245-1,Lighting Device Pack,1958,3,https://cdn.rebrickable.com/media/sets/245-1.jpg,Supplemental
1261-2,1:87 VW Beetle,1958,4,https://cdn.rebrickable.com/media/sets/1261-2.jpg,HO 1:87 Vehicles
1233-2,Light Masts,1958,4,https://cdn.rebrickable.com/media/sets/1233-2.jpg,Supplemental
229-1,6 x 8 & 2 x 8 Plates,1958,4,https://cdn.rebrickable.com/media/sets/229-1.jpg,Supplemental
233-1,Light Masts,1958,4,https://cdn.rebrickable.com/media/sets/233-1.jpg,Supplemental
216-1,2 x 10 Bricks,1958,5,https://cdn.rebrickable.com/media/sets/216-1.jpg,Supplemental
217-2,4 x 4 Corner Bricks,1958,5,https://cdn.rebrickable.com/media/sets/217-2.jpg,Supplemental
227-1,4 x 8 Curved & 2 x 8 Plates,1958,5,https://cdn.rebrickable.com/media/sets/227-1.jpg,Supplemental
228-1,4 x 8 & 2 x 8 Plates,1958,5,https://cdn.rebrickable.com/media/sets/228-1.jpg,Supplemental
242-1,International Flags,1958,5,https://cdn.rebrickable.com/media/sets/242-1.jpg,Supplemental
242-2,5 Danish Flags,1958,5,https://cdn.rebrickable.com/media/sets/242-2.jpg,Supplemental
242I-1,International Flags,1958,5,https://cdn.rebrickable.com/media/sets/242i-1.jpg,Supplemental
215-2,2 x 8 Bricks  (EUR/UK/AUS),1958,6,https://cdn.rebrickable.com/media/sets/215-2.jpg,Supplemental
215-2B,"2 x 8 Bricks, Blue (EUR/UK/AUS)",1958,6,https://cdn.rebrickable.com/media/sets/215-2b.jpg,Supplemental
215-2R,"2 x 8 Bricks, Red (EUR/UK/AUS)",1958,6,https://cdn.rebrickable.com/media/sets/215-2r.jpg,Supplemental
215-2W,"2 x 8 Bricks, White (EUR/UK/AUS)",1958,6,https://cdn.rebrickable.com/media/sets/215-2w.jpg,Supplemental
215-2Y,"2 x 8 Bricks, Yellow (EUR/UK/AUS)",1958,6,https://cdn.rebrickable.com/media/sets/215-2y.jpg,Supplemental
230-2,Six Trees and Bushes,1958,6,https://cdn.rebrickable.com/media/sets/230-2.jpg,Supplemental
271-2,Traffic Police Set,1958,6,https://cdn.rebrickable.com/media/sets/271-2.jpg,Town Plan
307-2-DBASE-1,Database Set for 307-2,1958,6,https://cdn.rebrickable.com/media/sets/307-2-dbase-1.jpg,Database Sets
310-5-DBASE-1,Database Set for 310-5,1958,6,https://cdn.rebrickable.com/media/sets/310-5-dbase-1.jpg,Database Sets
261-2-DBASE-1,Database Set for 261-2,1958,8,https://cdn.rebrickable.com/media/sets/261-2-dbase-1.jpg,Database Sets
225-1,1 x 6 and 1 x 8 Bricks,1958,9,https://cdn.rebrickable.com/media/sets/225-1.jpg,Supplemental
210-2-DBASE-1,Database Set for 210-2,1958,9,https://cdn.rebrickable.com/media/sets/210-2-dbase-1.jpg,Database Sets
214-2,"Ten Windows and Doors, Red",1958,10,https://cdn.rebrickable.com/media/sets/214-2.jpg,Supplemental
214-3,"Ten Windows and Doors, White",1958,10,https://cdn.rebrickable.com/media/sets/214-3.jpg,Supplemental
308-3-DBASE-1,Database Set for 308-3,1958,10,https://cdn.rebrickable.com/media/sets/308-3-dbase-1.jpg,Database Sets
259-1-DBASE-1,Database Set for 259-1,1958,12,https://cdn.rebrickable.com/media/sets/259-1-dbase-1.jpg,Database Sets
218-2,2 x 4 Bricks,1958,13,https://cdn.rebrickable.com/media/sets/218-2.jpg,Supplemental
280-1,"Sloping Roof Bricks, Red",1958,14,https://cdn.rebrickable.com/media/sets/280-1.jpg,Supplemental
280-2,"Sloping Roof Bricks, Blue",1958,14,https://cdn.rebrickable.com/media/sets/280-2.jpg,Supplemental
219-1,2 x 3 Bricks,1958,15,https://cdn.rebrickable.com/media/sets/219-1.jpg,Supplemental
232-2,16 Road Signs,1958,16,https://cdn.rebrickable.com/media/sets/232-2.jpg,Supplemental
220-1,2 x 2 Bricks,1958,20,https://cdn.rebrickable.com/media/sets/220-1.jpg,Supplemental
224-3,2 x 2 Curved Bricks,1958,20,https://cdn.rebrickable.com/media/sets/224-3.jpg,Supplemental
211-2,Small House Set,1958,20,https://cdn.rebrickable.com/media/sets/211-2.jpg,Town Plan
212-1,Small House - Left Set,1958,21,https://cdn.rebrickable.com/media/sets/212-1.jpg,Town Plan
213-2,Small House - Right Set,1958,21,https://cdn.rebrickable.com/media/sets/213-2.jpg,Town Plan
282-1,"2 x 2 Sloping Roof Bricks, Red",1958,22,https://cdn.rebrickable.com/media/sets/282-1.jpg,Supplemental
282-2,"2 x 2 Sloping Roof Bricks, Blue",1958,22,https://cdn.rebrickable.com/media/sets/282-2.jpg,Supplemental
221-2,1 x 2 Bricks,1958,26,https://cdn.rebrickable.com/media/sets/221-2.jpg,Supplemental
258-2-DBASE-1,Database Set for 258-2,1958,26,https://cdn.rebrickable.com/media/sets/258-2-dbase-1.jpg,Database Sets
210-2,Small Store Set,1958,29,https://cdn.rebrickable.com/media/sets/210-2.jpg,Town Plan
222-2,1 x 1 Bricks,1958,40,https://cdn.rebrickable.com/media/sets/222-2.jpg,Supplemental
223-2,1 x 1 Round Bricks,1958,40,https://cdn.rebrickable.com/media/sets/223-2.jpg,Supplemental
306-2,VW Garage,1958,45,https://cdn.rebrickable.com/media/sets/306-2.jpg,Town Plan
307-2,VW Auto Showroom,1958,50,https://cdn.rebrickable.com/media/sets/307-2.jpg,Town Plan
234-1,Letter Bricks,1958,53,https://cdn.rebrickable.com/media/sets/234-1.jpg,Supplemental
226-1-DBASE-1,Database Set for Various 3009 prints For Set 226-1,1958,74,https://cdn.rebrickable.com/media/sets/226-1-dbase-1.jpg,Database Sets
310-5,ESSO Filling Station,1958,95,https://cdn.rebrickable.com/media/sets/310-5.jpg,Town Plan
308-3,Fire Station,1958,111,https://cdn.rebrickable.com/media/sets/308-3.jpg,Town Plan
309-2,Church,1958,149,https://cdn.rebrickable.com/media/sets/309-2.jpg,Town Plan
200-4,"LEGO Town Plan Board, Continental European Cardboard Version",1959,1,https://cdn.rebrickable.com/media/sets/200-4.jpg,Town Plan
281-1,"1 x 2 and 3 x 2 Sloping Bricks, Red",1959,21,https://cdn.rebrickable.com/media/sets/281-1.jpg,Supplemental
281-2,"1 x 2 and 3 x 2 Sloping Bricks, Blue",1959,21,https://cdn.rebrickable.com/media/sets/281-2.jpg,Supplemental
vwkit-1,Volkswagen Kit,1959,22,https://cdn.rebrickable.com/media/sets/vwkit-1.jpg,Basic Set
238-1,Lego System Idea Book no. 1,1960,0,https://cdn.rebrickable.com/media/sets/238-1.jpg,Books
237-1,Number Bricks,1960,50,https://cdn.rebrickable.com/media/sets/237-1.jpg,Supplemental
700K-1,Kindergarten LEGO Set,1960,476,https://cdn.rebrickable.com/media/sets/700k-1.jpg,Classic
238-2,Lego System Idea Book (by Samsonite),1961,0,https://cdn.rebrickable.com/media/sets/238-2.jpg,Books
700L-1,Empty Kindergarten LEGO Box,1961,1,https://cdn.rebrickable.com/media/sets/700l-1.jpg,Classic
262-1,1:87 Opel Rekord with Garage,1961,3,https://cdn.rebrickable.com/media/sets/262-1.jpg,HO 1:87 Vehicles
263-2,1:87 Ford Taunus 17M de Luxe with Garage,1961,3,https://cdn.rebrickable.com/media/sets/263-2.jpg,HO 1:87 Vehicles
264-2,1:87 Mercedes 220 with Garage,1961,3,https://cdn.rebrickable.com/media/sets/264-2.jpg,HO 1:87 Vehicles
265-2,1:87 Karmann Ghia with Garage,1961,4,https://cdn.rebrickable.com/media/sets/265-2.jpg,HO 1:87 Vehicles
242A-1,"International Flags - Italy, Switzerland, Belgium, Germany, Netherlands",1961,5,https://cdn.rebrickable.com/media/sets/242a-1.jpg,Supplemental
242B-1,"International Flags - Britain, France, Austria, Portugal, LEGO",1961,5,https://cdn.rebrickable.com/media/sets/242b-1.jpg,Supplemental
214.1-1,1 x 6 x 3 Window with Frame,1961,6,https://cdn.rebrickable.com/media/sets/214.1-1.jpg,Supplemental
214.2-1,1 x 6 x 2 Triple-Pane Window in Frame,1961,8,https://cdn.rebrickable.com/media/sets/214.2-1.jpg,Supplemental
214.3-1,1 x 6 x 2 Double-Pane Window in Frame w/Shutters,1961,8,https://cdn.rebrickable.com/media/sets/214.3-1.jpg,Supplemental
214.4-1,1 x 4 x 2 Window in Frame,1961,9,https://cdn.rebrickable.com/media/sets/214.4-1.jpg,Supplemental
215-3,2 x 8 Bricks (USA/CAN),1961,9,https://cdn.rebrickable.com/media/sets/215-3.jpg,Supplemental
215-3B,"2 x 8 Bricks, Blue (USA/CAN)",1961,9,https://cdn.rebrickable.com/media/sets/215-3b.jpg,Supplemental
215-3R,"2 x 8 Bricks, Red (USA/CAN)",1961,9,https://cdn.rebrickable.com/media/sets/215-3r.jpg,Supplemental
215-3W,"2 x 8 Bricks, White (USA/CAN)",1961,9,https://cdn.rebrickable.com/media/sets/215-3w.jpg,Supplemental
215-3Y,"2 x 8 Bricks, Yellow (USA/CAN)",1961,9,https://cdn.rebrickable.com/media/sets/215-3y.jpg,Supplemental
214.5-1,1 x 3 x 2 Window in Frame,1961,12,https://cdn.rebrickable.com/media/sets/214.5-1.jpg,Supplemental
214.10-1,"1 x 2 x 4 Glass Door in Frame, Left",1961,13,https://cdn.rebrickable.com/media/sets/214.10-1.jpg,Supplemental
214.6-1,1 x 2 x 2 Window in Frame,1961,15,https://cdn.rebrickable.com/media/sets/214.6-1.jpg,Supplemental
214.7-1,1 x 1 x 2 Window Frame,1961,19,https://cdn.rebrickable.com/media/sets/214.7-1.jpg,Supplemental
214.8-1,1 x 2 x 1 Window Frame,1961,19,https://cdn.rebrickable.com/media/sets/214.8-1.jpg,Supplemental
214.9-1,1 x 1 x 1 Window Frame,1961,20,https://cdn.rebrickable.com/media/sets/214.9-1.jpg,Supplemental
311-4,Airplanes,1961,79,https://cdn.rebrickable.com/media/sets/311-4.jpg,Vehicle
312-4,Boats,1961,107,https://cdn.rebrickable.com/media/sets/312-4.jpg,Vehicle
810-2,Town Plan - Continental European,1961,760,https://cdn.rebrickable.com/media/sets/810-2.jpg,Town Plan
