set_number,name,year_released,number_of_parts,image_url,theme_name
5006261-1,Storage Big Bucket,2023,0,https://cdn.rebrickable.com/media/sets/5006261-1.jpg,Storage
5007887-1,Sorting Box with Harry Potter Print,2023,0,https://cdn.rebrickable.com/media/sets/5007887-1.jpg,Storage
5008080-1,Storage Head Mini (Skeleton Skull),2023,0,https://cdn.rebrickable.com/media/sets/5008080-1.jpg,Storage
5008081-1,Storage Head Mini (Sand Green Skeleton),2023,0,https://cdn.rebrickable.com/media/sets/5008081-1.jpg,Storage
5008082-1,Storage Head Mini (Pumpkin),2023,0,https://cdn.rebrickable.com/media/sets/5008082-1.jpg,Storage
5711938248468-1,Storage Brick Multi-Pack,2023,0,https://cdn.rebrickable.com/media/sets/5711938248468-1.jpg,Storage
5007851-1,Brick Botanicals Puzzle,2023,0,https://cdn.rebrickable.com/media/sets/5007851-1.jpg,Tabletop Games and Puzzles
5008036-1,Pack of 2 Play Unstoppable Trading Cards,2023,0,https://cdn.rebrickable.com/media/sets/5008036-1.jpg,Tabletop Games and Puzzles
GAME-1,90 Years of Play Card Game,2023,0,https://cdn.rebrickable.com/media/sets/game-1.jpg,Tabletop Games and Puzzles
5007919-1,2K Drive Awesome Edition â PlayStation 4,2023,0,https://cdn.rebrickable.com/media/sets/5007919-1.jpg,Video Games and Accessories
5007923-1,2K Drive Awesome Edition â PlayStation 5,2023,0,https://cdn.rebrickable.com/media/sets/5007923-1.jpg,Video Games and Accessories
5007927-1,"2K Drive Awesome Edition â Xbox Series X/S, Xbox One",2023,0,https://cdn.rebrickable.com/media/sets/5007927-1.jpg,Video Games and Accessories
5007934-1,2K Drive Awesome Edition â Nintendo Switch,2023,0,https://cdn.rebrickable.com/media/sets/5007934-1.jpg,Video Games and Accessories
66733-1,Series 24 - 6 pack,2023,0,https://cdn.rebrickable.com/media/sets/66733-1.jpg,Series 24 Minifigures
71037-0,Series 24 - Random Bag,2023,0,https://cdn.rebrickable.com/media/sets/71037-0.jpg,Series 24 Minifigures
71037-13,Series 24 - Complete - All Sets,2023,0,https://cdn.rebrickable.com/media/sets/71037-13.jpg,Series 24 Minifigures
71037-14,Series 24 - Sealed Box,2023,0,https://cdn.rebrickable.com/media/sets/71037-14.jpg,Series 24 Minifigures
6446154-1,Disney 100 CMF - Sealed Box,2023,0,https://cdn.rebrickable.com/media/sets/6446154-1.jpg,Disney 100
66734-1,Disney 100 Series 6 Pack,2023,0,https://cdn.rebrickable.com/media/sets/66734-1.jpg,Disney 100
71038-0,Disney 100 Series - Random Bag,2023,0,https://cdn.rebrickable.com/media/sets/71038-0.jpg,Disney 100
71038-19,Disney 100 Series - Complete - All Sets,2023,0,https://cdn.rebrickable.com/media/sets/71038-19.jpg,Disney 100
6485747-1,Bunchu M&T,2023,0,https://cdn.rebrickable.com/media/sets/6485747-1.jpg,Dreamzzz
66735-1,Marvel Series 2 - Sealed Box 6,2023,0,https://cdn.rebrickable.com/media/sets/66735-1.jpg,Marvel Series 2
71039-0,Marvel Series 2 - Random Box,2023,0,https://cdn.rebrickable.com/media/sets/71039-0.jpg,Marvel Series 2
71039-1,Agatha Harkness,2023,0,https://cdn.rebrickable.com/media/sets/71039-1.jpg,Marvel Series 2
71039-10,Beast,2023,0,https://cdn.rebrickable.com/media/sets/71039-10.jpg,Marvel Series 2
71039-11,Storm,2023,0,https://cdn.rebrickable.com/media/sets/71039-11.jpg,Marvel Series 2
71039-12,Wolverine,2023,0,https://cdn.rebrickable.com/media/sets/71039-12.jpg,Marvel Series 2
71039-13,Marvel Series 2 - Complete - All Sets,2023,0,https://cdn.rebrickable.com/media/sets/71039-13.jpg,Marvel Series 2
71039-14,Marvel Series 2 - Sealed Box 36,2023,0,https://cdn.rebrickable.com/media/sets/71039-14.jpg,Marvel Series 2
71039-2,Moon Knight,2023,0,https://cdn.rebrickable.com/media/sets/71039-2.jpg,Marvel Series 2
71039-3,Mr. Knight,2023,0,https://cdn.rebrickable.com/media/sets/71039-3.jpg,Marvel Series 2
71039-4,The Werewolf,2023,0,https://cdn.rebrickable.com/media/sets/71039-4.jpg,Marvel Series 2
71039-5,She-Hulk,2023,0,https://cdn.rebrickable.com/media/sets/71039-5.jpg,Marvel Series 2
71039-6,Hawkeye,2023,0,https://cdn.rebrickable.com/media/sets/71039-6.jpg,Marvel Series 2
71039-7,Kate Bishop,2023,0,https://cdn.rebrickable.com/media/sets/71039-7.jpg,Marvel Series 2
71039-8,Goliath,2023,0,https://cdn.rebrickable.com/media/sets/71039-8.jpg,Marvel Series 2
912309-1,Stormtrooper,2023,1,https://cdn.rebrickable.com/media/sets/912309-1.jpg,Star Wars
9788325341367-1,Star Wars: ZostaÅ Bohaterem Galaktyki,2023,1,https://cdn.rebrickable.com/media/sets/9788325341367-1.jpg,Star Wars
5007547-1,I [Heart] LEGO Store Munich Tile,2023,1,https://cdn.rebrickable.com/media/sets/5007547-1.jpg,LEGO Brand Store
6476269-1,I [Heart] LEGO Store Battersea Tile,2023,1,https://cdn.rebrickable.com/media/sets/6476269-1.jpg,LEGO Brand Store
9781780559483-1,Official Annual 2024,2023,1,https://cdn.rebrickable.com/media/sets/9781780559483-1.jpg,Books
854237-1,Dark Blue Brick Key Chain,2023,1,https://cdn.rebrickable.com/media/sets/854237-1.jpg,Key Chain
97839608069899-1,City: Ein Tag voller Freude,2023,2,https://cdn.rebrickable.com/media/sets/97839608069899-1.jpg,Books
472302-1,Fireman,2023,2,https://cdn.rebrickable.com/media/sets/472302-1.jpg,Duplo
242319-1,Groot,2023,2,https://cdn.rebrickable.com/media/sets/242319-1.jpg,Avengers
9783960806707-1,Harry Potter: RÃ¤tselspass fÃ¼r Geniale Zauberer,2023,4,https://cdn.rebrickable.com/media/sets/9783960806707-1.jpg,Books
912303-1,212th Clone Trooper,2023,5,https://cdn.rebrickable.com/media/sets/912303-1.jpg,Star Wars
912307-1,Scout Trooper,2023,5,https://cdn.rebrickable.com/media/sets/912307-1.jpg,Star Wars
9788325342623-1,"DC Comics Super Heroes: StrzeÅ¼cie siÄ, zÅoczyÅcy!",2023,5,https://cdn.rebrickable.com/media/sets/9788325342623-1.jpg,Books
71038-1,Oswald the Lucky Rabbit,2023,5,https://cdn.rebrickable.com/media/sets/71038-1.jpg,Disney 100
892305-1,Aspheera,2023,6,https://cdn.rebrickable.com/media/sets/892305-1.jpg,Ninjago
9780744081756-1,Harry Potter: Character Encyclopedia,2023,6,https://cdn.rebrickable.com/media/sets/9780744081756-1.jpg,Books
9781780559490-1,Harry Potter: Official Yearbook 2024,2023,6,https://cdn.rebrickable.com/media/sets/9781780559490-1.jpg,Books
9781780559506-1,Star Wars: Official Annual 2024,2023,6,https://cdn.rebrickable.com/media/sets/9781780559506-1.jpg,Books
9781780559551-1,Friends: Make New Friends,2023,6,https://cdn.rebrickable.com/media/sets/9781780559551-1.jpg,Books
9781780559568-1,Dreamzzz: Dream Crafters,2023,6,https://cdn.rebrickable.com/media/sets/9781780559568-1.jpg,Books
9788325340599-1,Time to play!,2023,6,https://cdn.rebrickable.com/media/sets/9788325340599-1.jpg,Books
9788325341978-1,Jurassic World: Åwiat peÅen dinozaurÃ³w,2023,6,https://cdn.rebrickable.com/media/sets/9788325341978-1.jpg,Books
9788325342661-1,Dreamzzz: Åwiat SnÃ³w,2023,6,https://cdn.rebrickable.com/media/sets/9788325342661-1.jpg,Books
242318-1,Mighty Thor,2023,6,https://cdn.rebrickable.com/media/sets/242318-1.jpg,Avengers
5007884-1,Play and Display Case Harry Potter,2023,6,https://cdn.rebrickable.com/media/sets/5007884-1.jpg,Storage
71037-10,Rococo Aristocrat,2023,6,https://cdn.rebrickable.com/media/sets/71037-10.jpg,Series 24 Minifigures
71037-6,T-Rex Costume Fan,2023,6,https://cdn.rebrickable.com/media/sets/71037-6.jpg,Series 24 Minifigures
71038-10,Ernesto De La Cruz,2023,6,https://cdn.rebrickable.com/media/sets/71038-10.jpg,Disney 100
71038-16,Experiment 626 Stitch,2023,6,https://cdn.rebrickable.com/media/sets/71038-16.jpg,Disney 100
71038-2,Pinocchio,2023,6,https://cdn.rebrickable.com/media/sets/71038-2.jpg,Disney 100
912305-1,Obi-Wan Kenobi,2023,7,https://cdn.rebrickable.com/media/sets/912305-1.jpg,Star Wars
34607703-1,Jurassic World: Rainn Delacourt - Time to play!,2023,7,https://cdn.rebrickable.com/media/sets/34607703-1.jpg,Books
9781780559520-1,DC Comics Super Heroes: Batman vs Harley Quinn,2023,7,https://cdn.rebrickable.com/media/sets/9781780559520-1.jpg,Books
9788325341343-1,Jurassic World: ZostaÅ Treserem DonozaurÃ³w,2023,7,https://cdn.rebrickable.com/media/sets/9788325341343-1.jpg,Jurassic World
212327-1,The Joker,2023,7,https://cdn.rebrickable.com/media/sets/212327-1.jpg,Batman
9788325341374-1,DC Comics Super Heroes: ZostaÅ Superbohaterem,2023,7,https://cdn.rebrickable.com/media/sets/9788325341374-1.jpg,Batman
71037-11,Rockin' Horse Rider,2023,7,https://cdn.rebrickable.com/media/sets/71037-11.jpg,Series 24 Minifigures
71037-8,Conservationist,2023,7,https://cdn.rebrickable.com/media/sets/71037-8.jpg,Series 24 Minifigures
71038-14,Robin Hood,2023,7,https://cdn.rebrickable.com/media/sets/71038-14.jpg,Disney 100
71038-15,Prince John,2023,7,https://cdn.rebrickable.com/media/sets/71038-15.jpg,Disney 100
71038-3,Jiminy Cricket,2023,7,https://cdn.rebrickable.com/media/sets/71038-3.jpg,Disney 100
71038-8,Aurora,2023,7,https://cdn.rebrickable.com/media/sets/71038-8.jpg,Disney 100
912302-1,Bo-Katan Kryze,2023,8,https://cdn.rebrickable.com/media/sets/912302-1.jpg,Star Wars
9788325341466-1,Harry Potter: The Sorting Ceremony,2023,8,https://cdn.rebrickable.com/media/sets/9788325341466-1.jpg,Books
71037-1,Football Referee,2023,8,https://cdn.rebrickable.com/media/sets/71037-1.jpg,Series 24 Minifigures
71037-12,Newspaper Kid,2023,8,https://cdn.rebrickable.com/media/sets/71037-12.jpg,Series 24 Minifigures
71037-4,Carrot Mascot,2023,8,https://cdn.rebrickable.com/media/sets/71037-4.jpg,Series 24 Minifigures
71037-5,Falconer,2023,8,https://cdn.rebrickable.com/media/sets/71037-5.jpg,Series 24 Minifigures
71038-13,Cruella de Vil,2023,8,https://cdn.rebrickable.com/media/sets/71038-13.jpg,Disney 100
71038-4,Sorcerer's Apprentice Mickey,2023,8,https://cdn.rebrickable.com/media/sets/71038-4.jpg,Disney 100
71038-5,Tiana,2023,8,https://cdn.rebrickable.com/media/sets/71038-5.jpg,Disney 100
71038-7,Queen of Hearts,2023,8,https://cdn.rebrickable.com/media/sets/71038-7.jpg,Disney 100
892307-1,Garmadon,2023,9,https://cdn.rebrickable.com/media/sets/892307-1.jpg,Ninjago
9788325342098-1,DC Comics Super Heroes: Mroczna przygoda,2023,9,https://cdn.rebrickable.com/media/sets/9788325342098-1.jpg,Books
30648-1,Whale,2023,9,https://cdn.rebrickable.com/media/sets/30648-1.jpg,Basic Set
242317-1,Doctor Strange,2023,9,https://cdn.rebrickable.com/media/sets/242317-1.jpg,Avengers
71038-11,Miguel Rivera,2023,9,https://cdn.rebrickable.com/media/sets/71038-11.jpg,Disney 100
71038-12,Pocahontas,2023,9,https://cdn.rebrickable.com/media/sets/71038-12.jpg,Disney 100
71038-17,Baymax,2023,9,https://cdn.rebrickable.com/media/sets/71038-17.jpg,Disney 100
71038-18,The Queen,2023,9,https://cdn.rebrickable.com/media/sets/71038-18.jpg,Disney 100
71038-6,Dr. Facilier,2023,9,https://cdn.rebrickable.com/media/sets/71038-6.jpg,Disney 100
71038-9,Mulan,2023,9,https://cdn.rebrickable.com/media/sets/71038-9.jpg,Disney 100
DATABASE-0,Unsorted Unused Parts Database Set,2023,9,https://cdn.rebrickable.com/media/sets/database-0.jpg,Database Sets
892303-1,Vangelis,2023,10,https://cdn.rebrickable.com/media/sets/892303-1.jpg,Ninjago
892308-1,Kai,2023,10,https://cdn.rebrickable.com/media/sets/892308-1.jpg,Ninjago
682303-1,Miles Morales,2023,10,https://cdn.rebrickable.com/media/sets/682303-1.jpg,Spider-Man
71037-3,Brown Astronaut and Spacebaby,2023,10,https://cdn.rebrickable.com/media/sets/71037-3.jpg,Series 24 Minifigures
71037-7,Orc,2023,10,https://cdn.rebrickable.com/media/sets/71037-7.jpg,Series 24 Minifigures
71037-9,Potter,2023,10,https://cdn.rebrickable.com/media/sets/71037-9.jpg,Series 24 Minifigures
60356-1,Bear Stunt Bike,2023,10,https://cdn.rebrickable.com/media/sets/60356-1.jpg,Stuntz
892309-1,Lord Ras,2023,11,https://cdn.rebrickable.com/media/sets/892309-1.jpg,Ninjago
3467702-1,Harry Potter. Time to play!,2023,11,https://cdn.rebrickable.com/media/sets/3467702-1.jpg,Books
10981-1,Growing Carrot,2023,11,https://cdn.rebrickable.com/media/sets/10981-1.jpg,Duplo
112323-1,Wu vs Ghost,2023,12,https://cdn.rebrickable.com/media/sets/112323-1.jpg,Ninjago
9781780559469-1,Star Wars: Scouting Time,2023,12,https://cdn.rebrickable.com/media/sets/9781780559469-1.jpg,Books
45495-1,Small Sorting Top Trays,2023,12,https://cdn.rebrickable.com/media/sets/45495-1.jpg,Supplemental
662303-1,Adventurer with Drowned and Axolotl,2023,12,https://cdn.rebrickable.com/media/sets/662303-1.jpg,Minecraft
112322-1,Zane vs Garmadon,2023,13,https://cdn.rebrickable.com/media/sets/112322-1.jpg,Ninjago
892306-1,Zane,2023,13,https://cdn.rebrickable.com/media/sets/892306-1.jpg,Ninjago
71037-2,Robot Warrior,2023,13,https://cdn.rebrickable.com/media/sets/71037-2.jpg,Series 24 Minifigures
60358-1,Cyber Stunt Bike,2023,13,https://cdn.rebrickable.com/media/sets/60358-1.jpg,Stuntz
112324-1,Kai vs. Bone King,2023,14,https://cdn.rebrickable.com/media/sets/112324-1.jpg,Ninjago
112325-1,Lloyd vs. Bone Warrior,2023,14,https://cdn.rebrickable.com/media/sets/112325-1.jpg,Ninjago
9783960807971-1,Dreamzzz: Die mutigen WÃ¤chter der TrÃ¤ume,2023,14,https://cdn.rebrickable.com/media/sets/9783960807971-1.jpg,Books
682305-1,Venom,2023,14,https://cdn.rebrickable.com/media/sets/682305-1.jpg,Spider-Man
9788325342005-1,Gramy!,2023,15,https://cdn.rebrickable.com/media/sets/9788325342005-1.jpg,Books
10987-1,Recycling Truck,2023,15,https://cdn.rebrickable.com/media/sets/10987-1.jpg,Duplo
892302-1,Golden Dragon Jay,2023,16,https://cdn.rebrickable.com/media/sets/892302-1.jpg,Ninjago
8710823007460-1,Een Doldwaze Zomer,2023,16,https://cdn.rebrickable.com/media/sets/8710823007460-1.jpg,Books
10988-1,The Bus Ride,2023,16,https://cdn.rebrickable.com/media/sets/10988-1.jpg,Duplo
45496-1,Medium Storage Bin (Yellow),2023,16,https://cdn.rebrickable.com/media/sets/45496-1.jpg,Supplemental
10985-1,Wind Turbine and Electric Car,2023,16,https://cdn.rebrickable.com/media/sets/10985-1.jpg,Town
5007883-1,Minifigure Display Case 16 - Harry Potter (Tan),2023,16,https://cdn.rebrickable.com/media/sets/5007883-1.jpg,Storage
DOTS-HP-1,DOTS Collectible 41808-1 Tiles Hogwarts Accessories Pack,2023,16,https://cdn.rebrickable.com/media/sets/dots-hp-1.jpg,Database Sets
DOTS-HP-2,DOTS Collectible Tiles 41811-1 Hogwarts Desktop Kit,2023,16,https://cdn.rebrickable.com/media/sets/dots-hp-2.jpg,Database Sets
DOTS-SERIES-8,DOTS Collectible Tiles Series 8,2023,16,https://cdn.rebrickable.com/media/sets/dots-series-8.jpg,Database Sets
952304-1,Duke Detain & Criminal,2023,17,https://cdn.rebrickable.com/media/sets/952304-1.jpg,Police
892304-1,Golden Dragon Cole,2023,17,https://cdn.rebrickable.com/media/sets/892304-1.jpg,Ninjago
5007945-1,Friends: Play Stories,2023,17,https://cdn.rebrickable.com/media/sets/5007945-1.jpg,Books
9788325341510-1,Jurassic World: Nowa Era DinozaurÃ³w,2023,17,https://cdn.rebrickable.com/media/sets/9788325341510-1.jpg,Books
662309-1,Knight with Chest and Anvil,2023,17,https://cdn.rebrickable.com/media/sets/662309-1.jpg,Minecraft
DATABASE-2023,2023 - Unused Parts Database Set,2023,18,https://cdn.rebrickable.com/media/sets/database-2023.jpg,Database Sets
952305-1,Building Team with Tools,2023,19,https://cdn.rebrickable.com/media/sets/952305-1.jpg,Construction
9788325341527-1,City: Zawsze Gotowi,2023,19,https://cdn.rebrickable.com/media/sets/9788325341527-1.jpg,Books
10982-1,Fruit and Vegetable Tractor,2023,19,https://cdn.rebrickable.com/media/sets/10982-1.jpg,Duplo
10989-1,Water Park,2023,19,https://cdn.rebrickable.com/media/sets/10989-1.jpg,Duplo
662305-1,Nether Adventurer and Enderman,2023,19,https://cdn.rebrickable.com/media/sets/662305-1.jpg,Minecraft
122326-1,Raptor and Trap,2023,20,https://cdn.rebrickable.com/media/sets/122326-1.jpg,Jurassic World
122327-1,Baby Raptor with Incubator,2023,20,https://cdn.rebrickable.com/media/sets/122327-1.jpg,Jurassic World
DOTS-MEGA-PACK-6,DOTS Collectible Tiles 41807-1 Bracelet Designer Mega Pack,2023,20,https://cdn.rebrickable.com/media/sets/dots-mega-pack-6.jpg,Database Sets
952307-1,Police-Jet,2023,21,https://cdn.rebrickable.com/media/sets/952307-1.jpg,Police
562302-1,Bunny at Veterinary Station,2023,21,https://cdn.rebrickable.com/media/sets/562302-1.jpg,Friends
662304-1,"Ninja, Zombie and TNT Launcher",2023,21,https://cdn.rebrickable.com/media/sets/662304-1.jpg,Minecraft
6468020-1,Go Cart,2023,23,https://cdn.rebrickable.com/media/sets/6468020-1.jpg,LEGO Brand Store
6453332-1,Rose,2023,23,https://cdn.rebrickable.com/media/sets/6453332-1.jpg,Promotional
122328-1,Owen with Jet Pack and Raptor,2023,23,https://cdn.rebrickable.com/media/sets/122328-1.jpg,Jurassic World
682304-1,Green Goblin,2023,23,https://cdn.rebrickable.com/media/sets/682304-1.jpg,Spider-Man
30639-1,Dog Park and Scooter,2023,24,https://cdn.rebrickable.com/media/sets/30639-1.jpg,City
562301-1,Cat Tree with Kitten,2023,24,https://cdn.rebrickable.com/media/sets/562301-1.jpg,Friends
11975-1,Tractor,2023,25,https://cdn.rebrickable.com/media/sets/11975-1.jpg,Creator
952306-1,Service Car,2023,25,https://cdn.rebrickable.com/media/sets/952306-1.jpg,Traffic
562303-1,Puppy's Doghouse,2023,25,https://cdn.rebrickable.com/media/sets/562303-1.jpg,Friends
10995-1,Spider-Man's House,2023,25,https://cdn.rebrickable.com/media/sets/10995-1.jpg,Spiderman
242316-1,Black Panther with Jet,2023,25,https://cdn.rebrickable.com/media/sets/242316-1.jpg,Avengers
952302-1,Police Buggy,2023,26,https://cdn.rebrickable.com/media/sets/952302-1.jpg,Police
952308-1,Stunt-Quad,2023,27,https://cdn.rebrickable.com/media/sets/952308-1.jpg,Stuntz
5007946-1,Ninjago: Play Stories,2023,28,https://cdn.rebrickable.com/media/sets/5007946-1.jpg,Books
9781780559544-1,Ninjago: Nya's Powers,2023,28,https://cdn.rebrickable.com/media/sets/9781780559544-1.jpg,Books
10996-1,Lightning McQueen & Mater's Car Wash Fun,2023,29,https://cdn.rebrickable.com/media/sets/10996-1.jpg,Cars
952301-1,Fire-Helicopter,2023,30,https://cdn.rebrickable.com/media/sets/952301-1.jpg,Fire
9781338848526-1,Minifigure Photography,2023,30,https://cdn.rebrickable.com/media/sets/9781338848526-1.jpg,Books
662302-1,"Cave Explorer, Creeper and Slime",2023,30,https://cdn.rebrickable.com/media/sets/662302-1.jpg,Minecraft
122330-1,Raptor with Big Trap,2023,30,https://cdn.rebrickable.com/media/sets/122330-1.jpg,Jurassic World
952303-1,Lawn mower,2023,31,https://cdn.rebrickable.com/media/sets/952303-1.jpg,City
10986-1,Family House on Wheels,2023,31,https://cdn.rebrickable.com/media/sets/10986-1.jpg,Town
Build-a-Mini-2023,2023 Build-A-Minifigure Station Exclusive Parts,2023,31,https://cdn.rebrickable.com/media/sets/build-a-mini-2023.jpg,Database Sets
6453061-1,Easter Bunny,2023,32,https://cdn.rebrickable.com/media/sets/6453061-1.jpg,LEGO Brand Store
562304-1,Surfing with Dolphin,2023,32,https://cdn.rebrickable.com/media/sets/562304-1.jpg,Friends
5007701-1,Ideas on the Go,2023,32,https://cdn.rebrickable.com/media/sets/5007701-1.jpg,Books
6412189-1,Ramadan Lantern,2023,33,https://cdn.rebrickable.com/media/sets/6412189-1.jpg,LEGO Brand Store
212326-1,Batman and Batjet,2023,34,https://cdn.rebrickable.com/media/sets/212326-1.jpg,Batman
30638-1,Police Bike Training,2023,36,https://cdn.rebrickable.com/media/sets/30638-1.jpg,Police
TRUHEARTBOX-1,Friends Heart Box,2023,36,https://cdn.rebrickable.com/media/sets/truheartbox-1.jpg,Friends
6464602-1,Cake,2023,36,https://cdn.rebrickable.com/media/sets/6464602-1.jpg,Promotional
10997-1,Camping Adventure,2023,37,https://cdn.rebrickable.com/media/sets/10997-1.jpg,Duplo
41801-1,My Pets Bracelet,2023,37,https://cdn.rebrickable.com/media/sets/41801-1.jpg,DOTS
41802-1,Unicorns Forever Bracelet,2023,37,https://cdn.rebrickable.com/media/sets/41802-1.jpg,DOTS
71413-5,Bramball,2023,37,https://cdn.rebrickable.com/media/sets/71413-5.jpg,Super Mario
212325-1,Batcycle,2023,37,https://cdn.rebrickable.com/media/sets/212325-1.jpg,Batman
11977-1,Hammerhead Shark,2023,40,https://cdn.rebrickable.com/media/sets/11977-1.jpg,Creator
10983-1,Organic Market,2023,40,https://cdn.rebrickable.com/media/sets/10983-1.jpg,Duplo
30653-1,Batman 1992,2023,40,https://cdn.rebrickable.com/media/sets/30653-1.jpg,Batman
Pick-a-Brick-2023,2023 Pick-a-Brick and Bricks & Pieces Parts,2023,40,https://cdn.rebrickable.com/media/sets/pick-a-brick-2023.jpg,Database Sets
6471332-1,Turtle Van,2023,42,https://cdn.rebrickable.com/media/sets/6471332-1.jpg,Dreamzzz
10984-1,Organic Garden,2023,43,https://cdn.rebrickable.com/media/sets/10984-1.jpg,Duplo
6485744-1,Z-Blob M&T,2023,43,https://cdn.rebrickable.com/media/sets/6485744-1.jpg,Dreamzzz
30640-1,Racing Car,2023,44,https://cdn.rebrickable.com/media/sets/30640-1.jpg,Traffic
5008022-1,Jurassic Park Anniversary T-Rex,2023,44,https://cdn.rebrickable.com/media/sets/5008022-1.jpg,Jurassic World
30652-1,Doctor Strange's Interdimensional Portal,2023,44,https://cdn.rebrickable.com/media/sets/30652-1.jpg,Super Heroes Marvel
30636-1,Z-Blob and Bunchu Spider Escape,2023,44,https://cdn.rebrickable.com/media/sets/30636-1.jpg,Dreamzzz
11976-1,Spaceship,2023,45,https://cdn.rebrickable.com/media/sets/11976-1.jpg,Creator
BATTERSEA-1,Battersea Power Station,2023,45,https://cdn.rebrickable.com/media/sets/battersea-1.jpg,LEGO Brand Store
30647-1,The Dripstone Cavern,2023,45,https://cdn.rebrickable.com/media/sets/30647-1.jpg,Minecraft
30633-1,Skate Ramp,2023,46,https://cdn.rebrickable.com/media/sets/30633-1.jpg,Friends
71413-1,Blooper & Baby Bloopers,2023,46,https://cdn.rebrickable.com/media/sets/71413-1.jpg,Super Mario
CORONATION-1,Coronation Crown,2023,47,https://cdn.rebrickable.com/media/sets/coronation-1.jpg,LEGO Brand Store
30650-1,Kai and Rapton's Temple Battle,2023,47,https://cdn.rebrickable.com/media/sets/30650-1.jpg,Ninjago
30646-1,Moana's Dolphin Cove,2023,47,https://cdn.rebrickable.com/media/sets/30646-1.jpg,Disney Princess
11978-1,Viking Ship,2023,48,https://cdn.rebrickable.com/media/sets/11978-1.jpg,Creator
10789-1,Spider-Man's Car and Doc Ock,2023,48,https://cdn.rebrickable.com/media/sets/10789-1.jpg,Spider-Man
71413-2,Green Toad,2023,49,https://cdn.rebrickable.com/media/sets/71413-2.jpg,Super Mario
71413-3,Ice Bro,2023,50,https://cdn.rebrickable.com/media/sets/71413-3.jpg,Super Mario
71413-8,Cat Goombas,2023,50,https://cdn.rebrickable.com/media/sets/71413-8.jpg,Super Mario